material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes,shear_modulus_gpa,bulk_modulus_gpa,band_gap_ev,formation_energy_per_atom,data_completeness_score
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00132,matbench_dielectric_132,matbench_dielectric_132,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.078148794323722,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00133,matbench_dielectric_133,matbench_dielectric_133,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0910867190689677,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00134,matbench_dielectric_134,matbench_dielectric_134,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.000526847274647,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00135,matbench_dielectric_135,matbench_dielectric_135,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9960270539248668,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00136,matbench_dielectric_136,matbench_dielectric_136,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5115599402230737,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00137,matbench_dielectric_137,matbench_dielectric_137,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.918650829864154,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00138,matbench_dielectric_138,matbench_dielectric_138,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.259266178799361,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00139,matbench_dielectric_139,matbench_dielectric_139,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.738807062327503,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00140,matbench_dielectric_140,matbench_dielectric_140,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9955796879179664,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00141,matbench_dielectric_141,matbench_dielectric_141,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.420801182431946,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00142,matbench_dielectric_142,matbench_dielectric_142,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3042239071570518,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00143,matbench_dielectric_143,matbench_dielectric_143,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,6.781759604507768,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00144,matbench_dielectric_144,matbench_dielectric_144,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0726867179500523,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00145,matbench_dielectric_145,matbench_dielectric_145,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5347608934293397,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00146,matbench_dielectric_146,matbench_dielectric_146,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9665045130891439,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00147,matbench_dielectric_147,matbench_dielectric_147,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3034223812984687,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00148,matbench_dielectric_148,matbench_dielectric_148,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,14.019079689242565,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00149,matbench_dielectric_149,matbench_dielectric_149,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.007593335314689,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00150,matbench_dielectric_150,matbench_dielectric_150,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5591555406693711,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00151,matbench_dielectric_151,matbench_dielectric_151,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.054270234715106,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00152,matbench_dielectric_152,matbench_dielectric_152,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4748881313509725,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00153,matbench_dielectric_153,matbench_dielectric_153,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.270900995933846,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00154,matbench_dielectric_154,matbench_dielectric_154,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,6.256365132140762,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00155,matbench_dielectric_155,matbench_dielectric_155,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5889969582517507,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00156,matbench_dielectric_156,matbench_dielectric_156,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2260123539639207,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00157,matbench_dielectric_157,matbench_dielectric_157,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4263989092205533,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00158,matbench_dielectric_158,matbench_dielectric_158,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,5.88881292508657,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00159,matbench_dielectric_159,matbench_dielectric_159,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.0000000000000047,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00160,matbench_dielectric_160,matbench_dielectric_160,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5855645682216792,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00161,matbench_dielectric_161,matbench_dielectric_161,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0568615250748734,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00162,matbench_dielectric_162,matbench_dielectric_162,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8426493607484487,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00163,matbench_dielectric_163,matbench_dielectric_163,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.4042752578205437,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00164,matbench_dielectric_164,matbench_dielectric_164,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0240219037022964,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00165,matbench_dielectric_165,matbench_dielectric_165,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.57042649179805,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00166,matbench_dielectric_166,matbench_dielectric_166,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.120332460919296,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00167,matbench_dielectric_167,matbench_dielectric_167,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4714697867551794,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00168,matbench_dielectric_168,matbench_dielectric_168,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.7889780685166143,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00169,matbench_dielectric_169,matbench_dielectric_169,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.459316735096724,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00170,matbench_dielectric_170,matbench_dielectric_170,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0586418554646158,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00171,matbench_dielectric_171,matbench_dielectric_171,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.5623479616679803,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00172,matbench_dielectric_172,matbench_dielectric_172,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9497008317517162,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00173,matbench_dielectric_173,matbench_dielectric_173,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4331128895580143,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00174,matbench_dielectric_174,matbench_dielectric_174,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.866867396073055,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00175,matbench_dielectric_175,matbench_dielectric_175,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4155093311908904,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00176,matbench_dielectric_176,matbench_dielectric_176,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.36906293987124,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00177,matbench_dielectric_177,matbench_dielectric_177,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.825056577604538,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00178,matbench_dielectric_178,matbench_dielectric_178,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8561662102301122,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00179,matbench_dielectric_179,matbench_dielectric_179,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8927030934618352,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00180,matbench_dielectric_180,matbench_dielectric_180,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8584589494166042,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00181,matbench_dielectric_181,matbench_dielectric_181,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.2536674691799714,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00182,matbench_dielectric_182,matbench_dielectric_182,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4011490304990786,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00183,matbench_dielectric_183,matbench_dielectric_183,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6488897274630965,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00184,matbench_dielectric_184,matbench_dielectric_184,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5793555647795086,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00185,matbench_dielectric_185,matbench_dielectric_185,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.849595361153356,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00186,matbench_dielectric_186,matbench_dielectric_186,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4755692274707246,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00187,matbench_dielectric_187,matbench_dielectric_187,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8472982072926578,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00188,matbench_dielectric_188,matbench_dielectric_188,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6105499060879795,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00189,matbench_dielectric_189,matbench_dielectric_189,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.230919093108781,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00190,matbench_dielectric_190,matbench_dielectric_190,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.79557945751432,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00191,matbench_dielectric_191,matbench_dielectric_191,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.4323056452971885,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00192,matbench_dielectric_192,matbench_dielectric_192,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6119180086675284,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00193,matbench_dielectric_193,matbench_dielectric_193,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8195241915377616,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00194,matbench_dielectric_194,matbench_dielectric_194,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5211395571579667,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00195,matbench_dielectric_195,matbench_dielectric_195,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4576931595841387,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00196,matbench_dielectric_196,matbench_dielectric_196,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4782042033043565,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00197,matbench_dielectric_197,matbench_dielectric_197,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.631620973142971,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00198,matbench_dielectric_198,matbench_dielectric_198,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.57942700580517,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00199,matbench_dielectric_199,matbench_dielectric_199,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.526946517290854,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00200,matbench_dielectric_200,matbench_dielectric_200,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.781247561796684,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00201,matbench_dielectric_201,matbench_dielectric_201,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.859015418471421,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00202,matbench_dielectric_202,matbench_dielectric_202,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.333123228635809,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00203,matbench_dielectric_203,matbench_dielectric_203,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4509832298594512,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00204,matbench_dielectric_204,matbench_dielectric_204,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.913883747775708,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00205,matbench_dielectric_205,matbench_dielectric_205,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8947872351973105,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00206,matbench_dielectric_206,matbench_dielectric_206,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.613125332266605,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00207,matbench_dielectric_207,matbench_dielectric_207,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9404639479602124,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00208,matbench_dielectric_208,matbench_dielectric_208,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.347837774610385,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00209,matbench_dielectric_209,matbench_dielectric_209,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8718011824621403,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00210,matbench_dielectric_210,matbench_dielectric_210,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7136056528073587,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00211,matbench_dielectric_211,matbench_dielectric_211,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.062161972299945,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00212,matbench_dielectric_212,matbench_dielectric_212,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5073215759529661,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00213,matbench_dielectric_213,matbench_dielectric_213,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.266571346034946,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00214,matbench_dielectric_214,matbench_dielectric_214,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7716690812150369,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00215,matbench_dielectric_215,matbench_dielectric_215,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9652321438070692,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00216,matbench_dielectric_216,matbench_dielectric_216,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.417878339922559,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00217,matbench_dielectric_217,matbench_dielectric_217,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5917249082416105,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00218,matbench_dielectric_218,matbench_dielectric_218,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5793628462136242,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00219,matbench_dielectric_219,matbench_dielectric_219,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.3378687163168035,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00220,matbench_dielectric_220,matbench_dielectric_220,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.122921257764088,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00221,matbench_dielectric_221,matbench_dielectric_221,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9263904069528588,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00222,matbench_dielectric_222,matbench_dielectric_222,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.184187034115888,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00223,matbench_dielectric_223,matbench_dielectric_223,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7303066202266,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00224,matbench_dielectric_224,matbench_dielectric_224,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3672717359764388,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
