material_id,material_name,formula,material_family,material_subfamily,family,application_subsystem,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,recommendation_basis,engineer_reviewed,yield_strength_mpa,ultimate_tensile_strength_mpa,elongation_percent,density_g_cm3,data_assumption_notes,assumption_fields,youngs_modulus_gpa,hardness_hv,fatigue_strength_mpa,corrosion_resistance_score,bulk_modulus_gpa,shear_modulus_gpa,formation_energy_per_atom,band_gap_ev,dielectric_constant,specific_heat,viscosity,freezing_point,boiling_point,impact_resistance_score,flame_retardancy_score,electrical_insulation_score,comfort_score,durability_score,voc_emission_score,fire_safety_score,wear_resistance_score,rolling_resistance_score,grip_score,salt_spray_hours,adhesion_score,scratch_resistance_score,toxicity_score,corrosion_inhibition_score,thermal_conductivity_w_mk,cost_index,co2_index,co2_kg_per_kg,recycled_content_percent,recyclability_score,bio_based_content_percent,supplier_risk_score,traceability_score,critical_material_risk_score,closed_loop_available,supplier_name,certification_tags,prediction_confidence_score,notes,wt_percent_c,wt_percent_mn,wt_percent_si,wt_percent_cr,wt_percent_ni,wt_percent_mo,wt_percent_v,wt_percent_nb,wt_percent_al,wt_percent_co,wt_percent_n,wt_percent_ti,wt_percent_w,data_completeness_score
STEEL_0036,Fe0.669C0.00331Mn0.00590Si0.00648Cr0.129Ni0.0000969Mo0.0375V0.000112N0.00203Nb0.0000612Co0.147Al0.000632,Fe0.669C0.00331Mn0.00590Si0.00648Cr0.129Ni0.0000969Mo0.0375V0.000112N0.00203Nb0.0000612Co0.147Al0.000632,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1133.4,1931.2,13.4,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.57,0.32,11.76,0.01,6.32,0.01,0.01,0.03,15.2,0.05,0.0,0.0,100.0
STEEL_0037,Fe0.669C0.00929Mn0.000102Si0.000596Cr0.151Ni0.0000950Mo0.0115V0.000110Nb0.000480Co0.157Al0.000620,Fe0.669C0.00929Mn0.000102Si0.000596Cr0.151Ni0.0000950Mo0.0115V0.000110Nb0.000480Co0.157Al0.000620,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1358.2,1841.4,13.8,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.01,0.03,14.09,0.01,1.98,0.01,0.08,0.03,16.62,0.0,0.0,0.0,100.0
STEEL_0038,Fe0.669C0.00957Mn0.0000996Si0.0388Cr0.132Ni0.00876Mo0.0113V0.000107Nb0.000471Co0.129Al0.000608,Fe0.669C0.00957Mn0.0000996Si0.0388Cr0.132Ni0.00876Mo0.0113V0.000107Nb0.000471Co0.129Al0.000608,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1354.2,1769.8,19.1,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.01,1.99,12.58,0.94,1.98,0.01,0.08,0.03,13.88,0.0,0.0,0.0,100.0
STEEL_0039,Fe0.670C0.00439Mn0.00704Si0.00563Cr0.138Ni0.0000999Mo0.000122V0.000115N0.00126Nb0.0000631Co0.147W0.0255Al0.000652,Fe0.670C0.00439Mn0.00704Si0.00563Cr0.138Ni0.0000999Mo0.000122V0.000115N0.00126Nb0.0000631Co0.147W0.0255Al0.000652,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1081.1,1678.6,5.8,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.66,0.27,12.28,0.01,0.02,0.01,0.01,0.03,14.8,0.03,0.0,8.0,100.0
STEEL_0040,Fe0.670C0.00564Mn0.000103Si0.000201Cr0.158Ni0.0000963Mo0.0300V0.00477N0.00121Nb0.0000608Co0.129Al0.000628,Fe0.670C0.00564Mn0.000103Si0.000201Cr0.158Ni0.0000963Mo0.0300V0.00477N0.00121Nb0.0000608Co0.129Al0.000628,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1515.8,2101.5,6.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.01,0.01,14.52,0.01,5.09,0.43,0.01,0.03,13.48,0.03,0.0,0.0,100.0
STEEL_0041,Fe0.670C0.00798Mn0.000103Si0.000201Cr0.155Ni0.0000961Mo0.0299V0.00454N0.00121Nb0.0000607Co0.131Al0.000627,Fe0.670C0.00798Mn0.000103Si0.000201Cr0.155Ni0.0000961Mo0.0299V0.00454N0.00121Nb0.0000607Co0.131Al0.000627,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1502.0,2094.6,11.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.01,0.01,14.26,0.01,5.09,0.41,0.01,0.03,13.64,0.03,0.0,0.0,100.0
STEEL_0042,Fe0.671C0.000470Mn0.000514Si0.00100Cr0.000109Ni0.141Mo0.00882V0.000111Nb0.0000607Co0.147Al0.0159Ti0.0137,Fe0.671C0.000470Mn0.000514Si0.00100Cr0.000109Ni0.141Mo0.00882V0.000111Nb0.0000607Co0.147Al0.0159Ti0.0137,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,2157.3,2239.3,8.5,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.05,0.05,0.01,14.7,1.5,0.01,0.01,0.76,15.3,0.0,1.16,0.0,100.0
STEEL_0043,Fe0.671C0.00189Mn0.00569Si0.00547Cr0.134Ni0.0000969Mo0.0347V0.000112N0.00122Nb0.0000612Co0.145Al0.000632,Fe0.671C0.00189Mn0.00569Si0.00547Cr0.134Ni0.0000969Mo0.0347V0.000112N0.00122Nb0.0000612Co0.145Al0.000632,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1287.4,1891.1,11.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.55,0.27,12.29,0.01,5.85,0.01,0.01,0.03,15.0,0.03,0.0,0.0,100.0
STEEL_0044,Fe0.671C0.00376Mn0.000103Si0.000201Cr0.157Ni0.0000962Mo0.0294V0.00510N0.00282Nb0.0000608Co0.130Al0.000628,Fe0.671C0.00376Mn0.000103Si0.000201Cr0.157Ni0.0000962Mo0.0294V0.00510N0.00282Nb0.0000608Co0.130Al0.000628,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1311.4,2016.5,13.3,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.01,0.01,14.48,0.01,4.99,0.46,0.01,0.03,13.56,0.07,0.0,0.0,100.0
STEEL_0045,Fe0.671C0.00925Mn0.00516Si0.0103Cr0.135Ni0.00965Mo0.0115V0.000109Nb0.0000598Co0.147Al0.000618,Fe0.671C0.00925Mn0.00516Si0.0103Cr0.135Ni0.00965Mo0.0115V0.000109Nb0.0000598Co0.147Al0.000618,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1245.4,1754.6,18.5,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.51,0.52,12.66,1.02,1.99,0.01,0.01,0.03,15.56,0.0,0.0,0.0,100.0
STEEL_0046,Fe0.672C0.00473Mn0.00527Si0.00647Cr0.131Ni0.0000968Mo0.0373V0.000111N0.00162Nb0.0000611Co0.141Al0.000631,Fe0.672C0.00473Mn0.00527Si0.00647Cr0.131Ni0.0000968Mo0.0373V0.000111N0.00162Nb0.0000611Co0.141Al0.000631,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1155.0,1848.0,13.4,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.51,0.32,12.0,0.01,6.3,0.01,0.01,0.03,14.6,0.04,0.0,0.0,100.0
STEEL_0047,Fe0.672C0.00564Mn0.000103Si0.000201Cr0.156Ni0.0000962Mo0.0294V0.00454N0.00121Nb0.0000608Co0.129Al0.00105,Fe0.672C0.00564Mn0.000103Si0.000201Cr0.156Ni0.0000962Mo0.0294V0.00454N0.00121Nb0.0000608Co0.129Al0.00105,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1322.9,1984.3,16.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.01,0.01,14.4,0.01,4.99,0.41,0.01,0.05,13.45,0.03,0.0,0.0,100.0
STEEL_0048,Fe0.673C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.144Mo0.0149V0.000112Nb0.0000614Co0.145Al0.000635Ti0.0215,Fe0.673C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.144Mo0.0149V0.000112Nb0.0000614Co0.145Al0.000635Ti0.0215,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1571.2,1701.7,10.6,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,14.8,2.5,0.01,0.01,0.03,15.0,0.0,1.8,0.0,100.0
STEEL_0049,Fe0.673C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.180Mo0.0286V0.00482Nb0.0000614Co0.0842Al0.0201Ti0.00858,Fe0.673C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.180Mo0.0286V0.00482Nb0.0000614Co0.0842Al0.0201Ti0.00858,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1288.4,1453.8,20.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,18.5,4.8,0.43,0.01,0.95,8.7,0.0,0.72,0.0,100.0
STEEL_0050,Fe0.673C0.000908Mn0.0000992Si0.0361Cr0.167Ni0.0372Mo0.000114V0.000107Nb0.0000587Co0.0851Al0.000404Ti0.000569,Fe0.673C0.000908Mn0.0000992Si0.0361Cr0.167Ni0.0372Mo0.000114V0.000107Nb0.0000587Co0.0851Al0.000404Ti0.000569,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1143.7,1350.4,17.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,1.86,15.9,4.0,0.02,0.01,0.01,0.02,9.2,0.0,0.05,0.0,100.0
STEEL_0051,Fe0.674C0.00752Mn0.000103Si0.000201Cr0.156Ni0.0000961Mo0.0303V0.000111N0.00121Nb0.0000607Co0.129Al0.00146,Fe0.674C0.00752Mn0.000103Si0.000201Cr0.156Ni0.0000961Mo0.0303V0.000111N0.00121Nb0.0000607Co0.129Al0.00146,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1460.7,2067.0,12.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.01,0.01,14.36,0.01,5.15,0.01,0.01,0.07,13.45,0.03,0.0,0.0,100.0
STEEL_0052,Fe0.674C0.00925Mn0.00516Si0.0101Cr0.135Ni0.00975Mo0.0115V0.000109Nb0.0000598Co0.145Al0.000618,Fe0.674C0.00925Mn0.00516Si0.0101Cr0.135Ni0.00975Mo0.0115V0.000109Nb0.0000598Co0.145Al0.000618,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1300.3,1741.5,17.9,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.51,0.51,12.59,1.03,1.98,0.01,0.01,0.03,15.4,0.0,0.0,0.0,100.0
STEEL_0053,Fe0.674C0.0112Mn0.000102Si0.000199Cr0.0957Ni0.0829Mo0.00874V0.00307Nb0.0000602Co0.123Al0.000622Ti0.000234,Fe0.674C0.0112Mn0.000102Si0.000199Cr0.0957Ni0.0829Mo0.00874V0.00307Nb0.0000602Co0.123Al0.000622Ti0.000234,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1309.1,1757.0,14.3,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.01,0.01,8.9,8.7,1.5,0.28,0.01,0.03,13.0,0.0,0.02,0.0,100.0
STEEL_0054,Fe0.675C0.00705Mn0.000103Si0.000201Cr0.157Ni0.0000962Mo0.0294V0.000111Nb0.0000608Co0.129Al0.00105,Fe0.675C0.00705Mn0.000103Si0.000201Cr0.157Ni0.0000962Mo0.0294V0.000111Nb0.0000608Co0.129Al0.00105,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1338.0,1792.7,14.1,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.01,0.01,14.5,0.01,5.0,0.01,0.01,0.05,13.5,0.0,0.0,0.0,100.0
STEEL_0055,Fe0.676C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.180Mo0.0279V0.000112Nb0.0000614Co0.0852Al0.0216Ti0.00846,Fe0.676C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.180Mo0.0279V0.000112Nb0.0000614Co0.0852Al0.0216Ti0.00846,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1309.1,1495.1,19.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,18.5,4.7,0.01,0.01,1.02,8.8,0.0,0.71,0.0,100.0
STEEL_0056,Fe0.677C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.146Mo0.0188V0.000113Nb0.0000617Co0.149Al0.000638Ti0.00839,Fe0.677C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.146Mo0.0188V0.000113Nb0.0000617Co0.149Al0.000638Ti0.00839,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1669.3,1726.8,10.8,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,14.9,3.15,0.01,0.01,0.03,15.3,0.0,0.7,0.0,100.0
STEEL_0057,Fe0.677C0.00916Mn0.000100Si0.0294Cr0.134Ni0.00881Mo0.0113V0.000108Nb0.000474Co0.129Al0.000611,Fe0.677C0.00916Mn0.000100Si0.0294Cr0.134Ni0.00881Mo0.0113V0.000108Nb0.000474Co0.129Al0.000611,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1382.2,1764.8,18.5,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.01,1.5,12.63,0.94,1.98,0.01,0.08,0.03,13.83,0.0,0.0,0.0,100.0
STEEL_0058,Fe0.678C0.000464Mn0.000102Si0.000199Cr0.0873Ni0.114Mo0.000116V0.000110Nb0.0000600Co0.0992Al0.00806Ti0.0129,Fe0.678C0.000464Mn0.000102Si0.000199Cr0.0873Ni0.114Mo0.000116V0.000110Nb0.0000600Co0.0992Al0.00806Ti0.0129,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1768.0,1828.6,,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0.01,0.39,10.48,0.0,1.11,0.0,66.7
STEEL_0059,Fe0.678C0.00421Mn0.00645Si0.00741Cr0.133Ni0.0000958Mo0.0233V0.000110N0.00161Nb0.0000605Co0.145Al0.000625,Fe0.678C0.00421Mn0.00645Si0.00741Cr0.133Ni0.0000958Mo0.0233V0.000110N0.00161Nb0.0000605Co0.145Al0.000625,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1131.9,1595.4,13.4,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.63,0.37,12.3,0.01,3.97,0.01,0.01,0.03,15.2,0.04,0.0,0.0,100.0
STEEL_0060,Fe0.679C0.00705Mn0.000103Si0.000201Cr0.153Ni0.00135Mo0.0282V0.00233Nb0.0000608Co0.128Al0.000628,Fe0.679C0.00705Mn0.000103Si0.000201Cr0.153Ni0.00135Mo0.0282V0.00233Nb0.0000608Co0.128Al0.000628,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1341.7,1745.5,18.5,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.01,0.01,14.13,0.14,4.8,0.21,0.01,0.03,13.33,0.0,0.0,0.0,100.0
STEEL_0061,Fe0.680Mn0.000102Si0.000199Cr0.127Ni0.0976Mo0.00856V0.000110Nb0.0000601Co0.0709Al0.00891Ti0.00654,Fe0.680Mn0.000102Si0.000199Cr0.127Ni0.0976Mo0.00856V0.000110Nb0.0000601Co0.0709Al0.00891Ti0.00654,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1586.7,1671.3,,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.01,11.85,10.25,1.47,0.01,0.01,0.43,7.48,0.0,0.56,0.0,66.7
STEEL_0062,Fe0.680Mn0.000104Si0.000204Cr0.111Ni0.0680Mo0.0327V0.000112N0.000408Nb0.0000616Co0.106Al0.000636,Fe0.680Mn0.000104Si0.000204Cr0.111Ni0.0680Mo0.0327V0.000112N0.000408Nb0.0000616Co0.106Al0.000636,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1373.9,1640.2,11.4,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.01,10.09,6.98,5.48,0.01,0.01,0.03,10.96,0.01,0.0,0.0,100.0
STEEL_0063,Fe0.681C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.181Mo0.0293V0.00439Nb0.0000618Co0.0847Al0.0108Ti0.00779,Fe0.681C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.181Mo0.0293V0.00439Nb0.0000618Co0.0847Al0.0108Ti0.00779,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1164.4,1371.1,22.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,18.5,4.9,0.39,0.01,0.51,8.7,0.0,0.65,0.0,100.0
STEEL_0064,Fe0.681C0.00744Mn0.000102Si0.000199Cr0.154Ni0.0000952Mo0.0175V0.0106N0.00120Nb0.0000601Co0.126Al0.00104,Fe0.681C0.00744Mn0.000102Si0.000199Cr0.154Ni0.0000952Mo0.0175V0.0106N0.00120Nb0.0000601Co0.126Al0.00104,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1240.2,1598.5,14.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.01,0.01,14.36,0.01,3.01,0.97,0.01,0.05,13.33,0.03,0.0,0.0,100.0
STEEL_0065,Fe0.681C0.00877Mn0.00464Si0.00968Cr0.135Ni0.00898Mo0.00861V0.000109Nb0.0000597Co0.142Al0.000617,Fe0.681C0.00877Mn0.00464Si0.00968Cr0.135Ni0.00898Mo0.00861V0.000109Nb0.0000597Co0.142Al0.000617,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1250.8,1737.4,18.1,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.46,0.49,12.67,0.95,1.49,0.01,0.01,0.03,15.1,0.0,0.0,0.0,100.0
STEEL_0066,Fe0.682C0.00515Mn0.000102Si0.000200Cr0.0995Ni0.0355Mo0.0117V0.00552Nb0.0000605Co0.159Al0.000625Ti0.000353,Fe0.682C0.00515Mn0.000102Si0.000200Cr0.0995Ni0.0355Mo0.0117V0.00552Nb0.0000605Co0.159Al0.000625Ti0.000353,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1453.8,1701.8,17.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.01,0.01,9.2,3.7,2.0,0.5,0.01,0.03,16.7,0.0,0.03,0.0,100.0
STEEL_0067,Fe0.682C0.00877Mn0.000202Si0.00967Cr0.134Ni0.00907Mo0.00861V0.00501Nb0.0000597Co0.142Al0.000616,Fe0.682C0.00877Mn0.000202Si0.00967Cr0.134Ni0.00907Mo0.00861V0.00501Nb0.0000597Co0.142Al0.000616,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1241.0,1719.7,18.5,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.02,0.49,12.54,0.96,1.49,0.46,0.01,0.03,15.1,0.0,0.0,0.0,100.0
STEEL_0068,Fe0.682C0.00925Mn0.000101Si0.0101Cr0.134Ni0.00899Mo0.0115V0.000109Nb0.000479Co0.143Al0.000618,Fe0.682C0.00925Mn0.000101Si0.0101Cr0.134Ni0.00899Mo0.0115V0.000109Nb0.000479Co0.143Al0.000618,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1314.2,1775.6,15.3,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.01,0.51,12.51,0.95,1.98,0.01,0.08,0.03,15.16,0.0,0.0,0.0,100.0
STEEL_0069,Fe0.683C0.00704Mn0.000103Si0.000201Cr0.156Ni0.0000961Mo0.0299V0.00454N0.00121Nb0.0000607Co0.117Al0.000836,Fe0.683C0.00704Mn0.000103Si0.000201Cr0.156Ni0.0000961Mo0.0299V0.00454N0.00121Nb0.0000607Co0.117Al0.000836,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1471.0,1939.6,12.5,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.01,0.01,14.36,0.01,5.09,0.41,0.01,0.04,12.23,0.03,0.0,0.0,100.0
STEEL_0070,Fe0.683C0.00749Mn0.000102Si0.000200Cr0.156Ni0.0000958Mo0.0309V0.00453N0.00522Nb0.0000605Co0.112Al0.000834,Fe0.683C0.00749Mn0.000102Si0.000200Cr0.156Ni0.0000958Mo0.0309V0.00453N0.00522Nb0.0000605Co0.112Al0.000834,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1646.7,2149.7,10.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.01,0.01,14.4,0.01,5.28,0.41,0.01,0.04,11.74,0.13,0.0,0.0,100.0
STEEL_0071,Fe0.683C0.00925Mn0.000202Si0.00969Cr0.134Ni0.00890Mo0.0114V0.000109Nb0.000120Co0.142Al0.000618,Fe0.683C0.00925Mn0.000202Si0.00969Cr0.134Ni0.00890Mo0.0114V0.000109Nb0.000120Co0.142Al0.000618,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1258.6,1738.3,16.9,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.02,0.49,12.55,0.94,1.97,0.01,0.02,0.03,15.08,0.0,0.0,0.0,100.0
STEEL_0072,Fe0.684C0.00699Mn0.000102Si0.000199Cr0.155Ni0.0000953Mo0.0177V0.00450N0.00120Nb0.0000602Co0.130Al0.000622,Fe0.684C0.00699Mn0.000102Si0.000199Cr0.155Ni0.0000953Mo0.0177V0.00450N0.00120Nb0.0000602Co0.130Al0.000622,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1233.3,1612.3,14.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.01,0.01,14.36,0.01,3.04,0.41,0.01,0.03,13.64,0.03,0.0,0.0,100.0
STEEL_0073,Fe0.684C0.00795Mn0.000102Si0.000200Cr0.156Ni0.0000957Mo0.0306V0.00452N0.00481Nb0.0000604Co0.109Al0.00271,Fe0.684C0.00795Mn0.000102Si0.000200Cr0.156Ni0.0000957Mo0.0306V0.00452N0.00481Nb0.0000604Co0.109Al0.00271,Steel,High-strength steel,Steel,Structural / Chassis,matminer_steel_strength,public_experimental,95,True,True,,,1536.5,2135.9,10.0,7.85,"Default engineering assumption, not measured source value.",density_g_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.01,0.01,14.48,0.01,5.22,0.41,0.01,0.13,11.41,0.12,0.0,0.0,100.0
