material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,density_g_cm3,bulk_modulus_gpa,shear_modulus_gpa,formation_energy_per_atom,band_gap_ev,dielectric_constant,yield_strength_mpa,ultimate_tensile_strength_mpa,elongation_percent,youngs_modulus_gpa,thermal_conductivity_w_mk,specific_heat,notes,data_completeness_score
JVASP-5482,CSO,CSO,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.63,,,-0.53181,4.642,3.4875,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-18433,LiNiO2,LiNiO2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.795,135.52,54.73,-1.44752,0.0,57.4722,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-29024,Te4MoW,Te4MoW,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,6.254,19.21,17.35,-0.11943,0.9,15.2731,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-97985,SnHgO3,SnHgO3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,9.323,,,-1.13228,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-22721,PbBr2,PbBr2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.289,28.96,9.13,-0.90725,2.64,5.2674,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-86154,Fe2B,Fe2B,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,6.721,,,0.07844,0.0,321.2802,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-32197,HgHClO4,HgHClO4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.134,,,-0.23818,2.657,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-16112,YbAsPd,YbAsPd,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,10.2,,,-1.05977,0.0,86.5805,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-85557,EuCuBi,EuCuBi,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,9.771,,,-0.45383,0.0,73.5427,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-43739,LiFeF3,LiFeF3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.084,,,-2.4143,0.0,69.9429,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-3828,K2TcCl6,K2TcCl6,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.789,,,-1.41944,0.995,21.5606,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-91564,SmSb2Au,SmSb2Au,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,9.795,,,-0.69108,0.0,119.4179,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-97732,LaMgSi2,LaMgSi2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.208,,,-0.59934,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-43842,V6O7F5,V6O7F5,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.36,,,-2.68429,0.0,162.0784,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-98494,Nd3S2Br5,Nd3S2Br5,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.306,,,-2.09659,2.895,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-89901,Ho3Co2Ge4,Ho3Co2Ge4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,8.999,,,-0.73138,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-4729,YAl3,YAl3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.366,,,0.44663,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-97336,Sr2TaN3,Sr2TaN3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,6.188,,,-1.36257,2.498,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-63913,Ba4YRh,Ba4YRh,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.109,,,0.81326,0.0,209.0723,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-87903,BaSm2CoO5,BaSm2CoO5,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,7.338,,,-2.88803,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-49773,LiTaO3,LiTaO3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,6.786,,,-2.82215,2.446,5.4324,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-3534,BiClO,BiClO,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,7.575,67.58,34.09,-1.39849,2.87,6.6806,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-15831,CrS2,CrS2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.923,20.77,14.36,-0.43786,0.0,90.8823,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-43424,Li2MnCuO4,Li2MnCuO4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.596,,,-1.70054,0.0,115.3842,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64130,Ba4VMo,Ba4VMo,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.904,,,1.64033,0.0,279.9899,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-3252,Sm2SeO2,Sm2SeO2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,7.303,111.22,59.85,-3.24311,2.316,5.8119,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-14081,PdF3,PdF3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.857,,,-1.29169,0.0,44.9039,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-98173,HfTlCuS3,HfTlCuS3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,7.042,,,-1.10593,0.854,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-1837,LiYSe2,LiYSe2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.595,45.81,28.03,-1.80991,1.599,7.465,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-48383,NaFePO4,NaFePO4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,3.695,,,-1.99266,0.0,11.3496,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-18544,LiNiN,LiNiN,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,3.489,,,-0.17665,0.0,28.7722,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-53071,MgIn2O4,MgIn2O4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.866,,,-2.06549,1.509,4.3922,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-97428,LiH4SNO4,LiH4SNO4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.942,,,-1.21489,5.387,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-14997,YbNi5,YbNi5,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,9.801,140.12,68.21,-0.32266,0.0,197.9759,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-64092,Ba4TiNb,Ba4TiNb,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.819,,,1.3415,0.0,263.5394,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-43079,LiCuS,LiCuS,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.791,69.46,13.97,-0.77246,0.967,9.7534,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-64428,Ba4NaRh,Ba4NaRh,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.485,,,0.69256,0.0,150.6101,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-90580,ZrSn,ZrSn,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,7.423,,,-0.3674,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-50935,AlInO3,AlInO3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.641,191.5,93.16,-2.48756,2.464,3.9583,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-64185,Ba4ZrTi,Ba4ZrTi,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.764,,,1.14031,0.0,232.9013,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-22698,LiAgF2,LiAgF2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.706,76.89,21.83,-2.08997,1.737,3.5979,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-64004,Ba4BiTe,Ba4BiTe,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.974,,,-0.30102,0.0,70.9507,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64783,Ba4MgGe,Ba4MgGe,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.198,,,0.38165,0.0,147.6511,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64046,Ba4LiRh,Ba4LiRh,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.555,,,0.72948,0.0,153.7954,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-37168,YTi,YTi,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.729,56.1,9.3,0.35286,0.0,151.6305,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-64315,KBaNb,KBaNb,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,3.011,9.3,-2.46,1.56875,0.0,132.9799,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-91653,Mg3In,Mg3In,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,3.45,,,-0.07756,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-50807,Ho6ReO12,Ho6ReO12,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,8.889,,,-3.44532,0.026,9.8379,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-86899,Zr5Sb4,Zr5Sb4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,7.742,,,-0.65847,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-64721,Ba4NbHg,Ba4NbHg,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.704,,,0.89619,0.0,219.3521,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-50006,RbTaO3,RbTaO3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,7.739,132.7,67.16,-2.83629,2.391,5.4898,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-98438,PH5N2O4,PH5N2O4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.981,,,-0.69247,0.0,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-43622,AlFeO3,AlFeO3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.756,,,-2.22845,0.307,97.4574,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64515,Ba4MgIn,Ba4MgIn,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.245,,,0.28297,0.0,179.4974,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-63957,Ba4MgTc,Ba4MgTc,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.826,,,1.08591,0.0,166.8851,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-52881,K3CaP2HO8,K3CaP2HO8,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.751,,,-2.50095,5.395,2.7496,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-98354,Ba9Y2Si6O24,Ba9Y2Si6O24,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.985,,,-3.27649,4.611,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
JVASP-53435,Sm2ZnS4,Sm2ZnS4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,5.375,,,-1.69558,1.4,8.6278,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-42398,Li2FeO2F,Li2FeO2F,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.128,124.43,58.1,-2.23094,0.004,31.8585,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-16930,VS2,VS2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,3.397,49.36,29.91,-0.94178,0.0,13.6098,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-50690,LiCu2F6,LiCu2F6,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.246,,,-1.9273,0.0,63.1215,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-90040,HfSnRh,HfSnRh,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,11.712,,,-0.68843,0.0,39.7468,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64241,Ba4HfCl,Ba4HfCl,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.784,11.83,1.04,0.52226,0.0,157.5185,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-43523,Li4VCr3O8,Li4VCr3O8,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.284,,,-2.28643,0.0,134.7202,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-92194,Mg6ZnFe,Mg6ZnFe,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.879,,,0.12011,0.0,185.0668,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64668,Ba4ZrPb,Ba4ZrPb,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.595,18.0,4.32,0.55506,0.0,212.6893,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-50107,Tb2SeO2,Tb2SeO2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,8.077,117.98,65.45,-3.31305,2.347,5.7744,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-88701,RbAuN12,RbAuN12,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.413,,,0.46758,1.476,6.1723,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-47760,Li3CrSiO5,Li3CrSiO5,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.706,,,-2.43891,1.788,18.4452,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-65020,BeCuPt,BeCuPt,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,12.455,166.86,78.75,-0.38954,0.0,37.5962,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-91608,Mg3NiO4,Mg3NiO4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.371,,,-2.43793,0.0,16.102,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-48576,Li5Ti2Co3O10,Li5Ti2Co3O10,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.47,,,-2.16451,0.0,58.9772,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-3096,Tl2SnF6,Tl2SnF6,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,6.899,32.81,12.41,-2.35056,4.346,3.2695,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-22617,NiSnF6,NiSnF6,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.687,38.96,31.19,-2.13396,0.0,16.4165,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-64378,Ba4BeCr,Ba4BeCr,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.03,,,1.11213,0.0,207.8342,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-85271,La2PI2,La2PI2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.249,,,-1.67055,0.0,9.8422,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-48745,LiVCuO4,LiVCuO4,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.071,,,-1.94734,0.0,12.6325,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-14614,Sb,Sb,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,6.665,55.2,32.76,0.04824,0.0,91.38,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-5059,Dy3Mn3Ga2Si,Dy3Mn3Ga2Si,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,8.061,66.54,16.61,-0.31186,0.0,255.764,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,75.0
JVASP-52544,Ba2YBr7,Ba2YBr7,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.869,,,-2.12953,3.156,4.4068,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-64862,Ba4TlZn,Ba4TlZn,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.209,,,0.34567,0.0,179.7393,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-90713,ScNiC2,ScNiC2,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,5.129,,,-0.37021,0.0,55.8333,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-50463,Li4CuSi2O7,Li4CuSi2O7,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.049,,,-2.38655,0.692,4.1436,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-97853,Sn3PO4F3,Sn3PO4F3,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.984,35.8,18.7,-1.94364,2.376,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,62.5
JVASP-48232,LiMn7O12,LiMn7O12,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,4.724,,,-1.77785,0.0,164.3922,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-50396,Zr2Bi2O7,Zr2Bi2O7,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,7.54,,,-2.59193,2.949,6.5479,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-88009,WI3O,WI3O,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,6.357,,,-0.82599,0.0,22.6242,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,50.0
JVASP-13907,Sr5P3ClO12,Sr5P3ClO12,Inorganic compound,DFT computed,Inorganic compound,jarvis_dft_3d,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.093,,,-3.08933,5.505,,,,,,,,JARVIS DFT computed reference; not experimental validation. Not used for experimental strength model.,37.5
