material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,bulk_modulus_gpa,notes
matbench_log_kvrh_00000,matbench_log_kvrh_0,matbench_log_kvrh_0,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,50.999999999999986,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00095,matbench_log_kvrh_95,matbench_log_kvrh_95,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,149.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00096,matbench_log_kvrh_96,matbench_log_kvrh_96,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,13.999999999999998,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00097,matbench_log_kvrh_97,matbench_log_kvrh_97,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,81.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00098,matbench_log_kvrh_98,matbench_log_kvrh_98,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,135.99999999999997,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00099,matbench_log_kvrh_99,matbench_log_kvrh_99,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,111.99999999999997,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00100,matbench_log_kvrh_100,matbench_log_kvrh_100,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,29.999999999999996,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00101,matbench_log_kvrh_101,matbench_log_kvrh_101,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,30.999999999999996,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00102,matbench_log_kvrh_102,matbench_log_kvrh_102,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,68.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00103,matbench_log_kvrh_103,matbench_log_kvrh_103,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,36.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00104,matbench_log_kvrh_104,matbench_log_kvrh_104,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,72.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00105,matbench_log_kvrh_105,matbench_log_kvrh_105,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,85.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00106,matbench_log_kvrh_106,matbench_log_kvrh_106,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,75.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00107,matbench_log_kvrh_107,matbench_log_kvrh_107,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,29.999999999999996,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00108,matbench_log_kvrh_108,matbench_log_kvrh_108,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,79.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00109,matbench_log_kvrh_109,matbench_log_kvrh_109,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,10.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00110,matbench_log_kvrh_110,matbench_log_kvrh_110,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,98.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00111,matbench_log_kvrh_111,matbench_log_kvrh_111,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,75.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00112,matbench_log_kvrh_112,matbench_log_kvrh_112,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,17.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00113,matbench_log_kvrh_113,matbench_log_kvrh_113,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,27.000000000000004,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00114,matbench_log_kvrh_114,matbench_log_kvrh_114,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,148.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00115,matbench_log_kvrh_115,matbench_log_kvrh_115,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,37.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00116,matbench_log_kvrh_116,matbench_log_kvrh_116,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,28.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00117,matbench_log_kvrh_117,matbench_log_kvrh_117,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,46.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00118,matbench_log_kvrh_118,matbench_log_kvrh_118,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,54.000000000000014,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00119,matbench_log_kvrh_119,matbench_log_kvrh_119,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,79.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00120,matbench_log_kvrh_120,matbench_log_kvrh_120,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,93.99999999999997,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00121,matbench_log_kvrh_121,matbench_log_kvrh_121,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,57.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00122,matbench_log_kvrh_122,matbench_log_kvrh_122,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,81.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00123,matbench_log_kvrh_123,matbench_log_kvrh_123,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,46.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00124,matbench_log_kvrh_124,matbench_log_kvrh_124,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,63.999999999999986,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00125,matbench_log_kvrh_125,matbench_log_kvrh_125,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,13.999999999999998,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00126,matbench_log_kvrh_126,matbench_log_kvrh_126,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,55.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00127,matbench_log_kvrh_127,matbench_log_kvrh_127,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,124.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00128,matbench_log_kvrh_128,matbench_log_kvrh_128,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,158.99999999999994,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00129,matbench_log_kvrh_129,matbench_log_kvrh_129,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,189.99999999999994,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00130,matbench_log_kvrh_130,matbench_log_kvrh_130,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,63.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00131,matbench_log_kvrh_131,matbench_log_kvrh_131,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,101.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00132,matbench_log_kvrh_132,matbench_log_kvrh_132,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,55.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00133,matbench_log_kvrh_133,matbench_log_kvrh_133,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,103.99999999999997,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00134,matbench_log_kvrh_134,matbench_log_kvrh_134,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,189.99999999999994,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00135,matbench_log_kvrh_135,matbench_log_kvrh_135,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,5.000000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00136,matbench_log_kvrh_136,matbench_log_kvrh_136,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,148.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00137,matbench_log_kvrh_137,matbench_log_kvrh_137,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,114.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00138,matbench_log_kvrh_138,matbench_log_kvrh_138,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,47.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00139,matbench_log_kvrh_139,matbench_log_kvrh_139,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,47.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00140,matbench_log_kvrh_140,matbench_log_kvrh_140,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,11.000000000000002,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00141,matbench_log_kvrh_141,matbench_log_kvrh_141,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,7.999999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00142,matbench_log_kvrh_142,matbench_log_kvrh_142,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,12.000000000000002,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00143,matbench_log_kvrh_143,matbench_log_kvrh_143,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,106.00000000000004,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00144,matbench_log_kvrh_144,matbench_log_kvrh_144,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,20.000000000000004,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00145,matbench_log_kvrh_145,matbench_log_kvrh_145,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,107.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00146,matbench_log_kvrh_146,matbench_log_kvrh_146,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,225.99999999999991,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00147,matbench_log_kvrh_147,matbench_log_kvrh_147,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,148.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00148,matbench_log_kvrh_148,matbench_log_kvrh_148,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,102.99999999999996,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00149,matbench_log_kvrh_149,matbench_log_kvrh_149,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,181.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00150,matbench_log_kvrh_150,matbench_log_kvrh_150,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,34.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00151,matbench_log_kvrh_151,matbench_log_kvrh_151,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,154.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00152,matbench_log_kvrh_152,matbench_log_kvrh_152,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,133.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00153,matbench_log_kvrh_153,matbench_log_kvrh_153,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,85.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00154,matbench_log_kvrh_154,matbench_log_kvrh_154,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,67.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00155,matbench_log_kvrh_155,matbench_log_kvrh_155,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,48.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00156,matbench_log_kvrh_156,matbench_log_kvrh_156,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,45.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00157,matbench_log_kvrh_157,matbench_log_kvrh_157,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,23.999999999999993,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00158,matbench_log_kvrh_158,matbench_log_kvrh_158,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,25.000000000000007,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00159,matbench_log_kvrh_159,matbench_log_kvrh_159,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,159.99999999999991,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00160,matbench_log_kvrh_160,matbench_log_kvrh_160,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,50.999999999999986,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00161,matbench_log_kvrh_161,matbench_log_kvrh_161,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,17.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00162,matbench_log_kvrh_162,matbench_log_kvrh_162,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,16.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00163,matbench_log_kvrh_163,matbench_log_kvrh_163,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,100.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00164,matbench_log_kvrh_164,matbench_log_kvrh_164,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,28.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00165,matbench_log_kvrh_165,matbench_log_kvrh_165,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,35.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00166,matbench_log_kvrh_166,matbench_log_kvrh_166,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,15.000000000000004,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00167,matbench_log_kvrh_167,matbench_log_kvrh_167,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,58.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00168,matbench_log_kvrh_168,matbench_log_kvrh_168,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,34.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00169,matbench_log_kvrh_169,matbench_log_kvrh_169,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,85.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00170,matbench_log_kvrh_170,matbench_log_kvrh_170,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,36.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00171,matbench_log_kvrh_171,matbench_log_kvrh_171,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,35.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00172,matbench_log_kvrh_172,matbench_log_kvrh_172,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,61.000000000000014,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00173,matbench_log_kvrh_173,matbench_log_kvrh_173,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,85.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00174,matbench_log_kvrh_174,matbench_log_kvrh_174,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,61.000000000000014,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00175,matbench_log_kvrh_175,matbench_log_kvrh_175,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,67.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00176,matbench_log_kvrh_176,matbench_log_kvrh_176,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,170.99999999999991,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00177,matbench_log_kvrh_177,matbench_log_kvrh_177,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,35.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00178,matbench_log_kvrh_178,matbench_log_kvrh_178,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,187.00000000000003,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00179,matbench_log_kvrh_179,matbench_log_kvrh_179,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,29.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00180,matbench_log_kvrh_180,matbench_log_kvrh_180,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,79.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00181,matbench_log_kvrh_181,matbench_log_kvrh_181,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,111.00000000000004,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00182,matbench_log_kvrh_182,matbench_log_kvrh_182,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,93.99999999999997,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00183,matbench_log_kvrh_183,matbench_log_kvrh_183,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,57.00000000000001,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00184,matbench_log_kvrh_184,matbench_log_kvrh_184,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,6.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00185,matbench_log_kvrh_185,matbench_log_kvrh_185,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,34.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00186,matbench_log_kvrh_186,matbench_log_kvrh_186,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,40.99999999999999,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00187,matbench_log_kvrh_187,matbench_log_kvrh_187,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,21.999999999999996,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00188,matbench_log_kvrh_188,matbench_log_kvrh_188,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,37.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
matbench_log_kvrh_00189,matbench_log_kvrh_189,matbench_log_kvrh_189,Matbench material,matbench_log_kvrh,Matbench material,matbench_log_kvrh,public_benchmark,85,False,True,General Material Reuse,benchmark/reference screening,False,98.0,Matbench reference row from matbench_log_kvrh; benchmark/reference screening.
