material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,band_gap_ev,notes
matbench_mp_gap_00000,matbench_mp_gap_0,matbench_mp_gap_0,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.3321999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00098,matbench_mp_gap_98,matbench_mp_gap_98,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00099,matbench_mp_gap_99,matbench_mp_gap_99,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00100,matbench_mp_gap_100,matbench_mp_gap_100,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.09589999999999987,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00101,matbench_mp_gap_101,matbench_mp_gap_101,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00102,matbench_mp_gap_102,matbench_mp_gap_102,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00103,matbench_mp_gap_103,matbench_mp_gap_103,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.8201,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00104,matbench_mp_gap_104,matbench_mp_gap_104,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.5941999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00105,matbench_mp_gap_105,matbench_mp_gap_105,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,4.7915,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00106,matbench_mp_gap_106,matbench_mp_gap_106,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.14850000000000002,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00107,matbench_mp_gap_107,matbench_mp_gap_107,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00108,matbench_mp_gap_108,matbench_mp_gap_108,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.39149999999999996,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00109,matbench_mp_gap_109,matbench_mp_gap_109,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.5107999999999997,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00110,matbench_mp_gap_110,matbench_mp_gap_110,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00111,matbench_mp_gap_111,matbench_mp_gap_111,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00112,matbench_mp_gap_112,matbench_mp_gap_112,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00113,matbench_mp_gap_113,matbench_mp_gap_113,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00114,matbench_mp_gap_114,matbench_mp_gap_114,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00115,matbench_mp_gap_115,matbench_mp_gap_115,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00116,matbench_mp_gap_116,matbench_mp_gap_116,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00117,matbench_mp_gap_117,matbench_mp_gap_117,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00118,matbench_mp_gap_118,matbench_mp_gap_118,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00119,matbench_mp_gap_119,matbench_mp_gap_119,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00120,matbench_mp_gap_120,matbench_mp_gap_120,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00121,matbench_mp_gap_121,matbench_mp_gap_121,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00122,matbench_mp_gap_122,matbench_mp_gap_122,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00123,matbench_mp_gap_123,matbench_mp_gap_123,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00124,matbench_mp_gap_124,matbench_mp_gap_124,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00125,matbench_mp_gap_125,matbench_mp_gap_125,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.1876,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00126,matbench_mp_gap_126,matbench_mp_gap_126,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.789,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00127,matbench_mp_gap_127,matbench_mp_gap_127,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00128,matbench_mp_gap_128,matbench_mp_gap_128,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00129,matbench_mp_gap_129,matbench_mp_gap_129,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.042100000000000026,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00130,matbench_mp_gap_130,matbench_mp_gap_130,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00131,matbench_mp_gap_131,matbench_mp_gap_131,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.14190000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00132,matbench_mp_gap_132,matbench_mp_gap_132,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00133,matbench_mp_gap_133,matbench_mp_gap_133,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.303,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00134,matbench_mp_gap_134,matbench_mp_gap_134,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.09850000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00135,matbench_mp_gap_135,matbench_mp_gap_135,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.38660000000000005,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00136,matbench_mp_gap_136,matbench_mp_gap_136,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.8242000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00137,matbench_mp_gap_137,matbench_mp_gap_137,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.1873,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00138,matbench_mp_gap_138,matbench_mp_gap_138,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.2746,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00139,matbench_mp_gap_139,matbench_mp_gap_139,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.0911,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00140,matbench_mp_gap_140,matbench_mp_gap_140,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0026999999999999247,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00141,matbench_mp_gap_141,matbench_mp_gap_141,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.5140000000000002,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00142,matbench_mp_gap_142,matbench_mp_gap_142,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.0914,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00143,matbench_mp_gap_143,matbench_mp_gap_143,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00144,matbench_mp_gap_144,matbench_mp_gap_144,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.008,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00145,matbench_mp_gap_145,matbench_mp_gap_145,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00146,matbench_mp_gap_146,matbench_mp_gap_146,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.1816999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00147,matbench_mp_gap_147,matbench_mp_gap_147,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00148,matbench_mp_gap_148,matbench_mp_gap_148,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.4231000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00149,matbench_mp_gap_149,matbench_mp_gap_149,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00150,matbench_mp_gap_150,matbench_mp_gap_150,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.7150999999999996,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00151,matbench_mp_gap_151,matbench_mp_gap_151,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.7011,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00152,matbench_mp_gap_152,matbench_mp_gap_152,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.8827999999999996,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00153,matbench_mp_gap_153,matbench_mp_gap_153,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00154,matbench_mp_gap_154,matbench_mp_gap_154,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00155,matbench_mp_gap_155,matbench_mp_gap_155,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.30210000000000004,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00156,matbench_mp_gap_156,matbench_mp_gap_156,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.0147,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00157,matbench_mp_gap_157,matbench_mp_gap_157,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.9989,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00158,matbench_mp_gap_158,matbench_mp_gap_158,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.4286000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00159,matbench_mp_gap_159,matbench_mp_gap_159,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00160,matbench_mp_gap_160,matbench_mp_gap_160,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.3364000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00161,matbench_mp_gap_161,matbench_mp_gap_161,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.549,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00162,matbench_mp_gap_162,matbench_mp_gap_162,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00163,matbench_mp_gap_163,matbench_mp_gap_163,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.16700000000000026,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00164,matbench_mp_gap_164,matbench_mp_gap_164,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00165,matbench_mp_gap_165,matbench_mp_gap_165,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00166,matbench_mp_gap_166,matbench_mp_gap_166,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00167,matbench_mp_gap_167,matbench_mp_gap_167,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00168,matbench_mp_gap_168,matbench_mp_gap_168,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00169,matbench_mp_gap_169,matbench_mp_gap_169,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00170,matbench_mp_gap_170,matbench_mp_gap_170,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00171,matbench_mp_gap_171,matbench_mp_gap_171,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00172,matbench_mp_gap_172,matbench_mp_gap_172,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00173,matbench_mp_gap_173,matbench_mp_gap_173,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.23050000000000004,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00174,matbench_mp_gap_174,matbench_mp_gap_174,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00175,matbench_mp_gap_175,matbench_mp_gap_175,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00176,matbench_mp_gap_176,matbench_mp_gap_176,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.9844999999999997,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00177,matbench_mp_gap_177,matbench_mp_gap_177,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00178,matbench_mp_gap_178,matbench_mp_gap_178,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00179,matbench_mp_gap_179,matbench_mp_gap_179,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00180,matbench_mp_gap_180,matbench_mp_gap_180,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00181,matbench_mp_gap_181,matbench_mp_gap_181,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.8782999999999999,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00182,matbench_mp_gap_182,matbench_mp_gap_182,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.2702999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00183,matbench_mp_gap_183,matbench_mp_gap_183,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00184,matbench_mp_gap_184,matbench_mp_gap_184,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.4286,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00185,matbench_mp_gap_185,matbench_mp_gap_185,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00186,matbench_mp_gap_186,matbench_mp_gap_186,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.15909999999999958,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00187,matbench_mp_gap_187,matbench_mp_gap_187,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.5271,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00188,matbench_mp_gap_188,matbench_mp_gap_188,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.12840000000000007,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00189,matbench_mp_gap_189,matbench_mp_gap_189,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00190,matbench_mp_gap_190,matbench_mp_gap_190,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00191,matbench_mp_gap_191,matbench_mp_gap_191,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00192,matbench_mp_gap_192,matbench_mp_gap_192,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00193,matbench_mp_gap_193,matbench_mp_gap_193,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00194,matbench_mp_gap_194,matbench_mp_gap_194,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00195,matbench_mp_gap_195,matbench_mp_gap_195,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00196,matbench_mp_gap_196,matbench_mp_gap_196,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.2724000000000002,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
