material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,band_gap_ev,notes
matbench_expt_gap_00000,Ag(AuS)2,Ag(AuS)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00100,AlB2,AlB2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00101,AlBi,AlBi,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.4,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00102,AlCoO3,AlCoO3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00103,AlCu3,AlCu3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00104,AlCu7O12,AlCu7O12,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00105,AlCuS2,AlCuS2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.5,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00106,AlCuTe2,AlCuTe2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.06,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00107,AlFe2Si,AlFe2Si,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00108,AlFe4(CuO4)3,AlFe4(CuO4)3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00109,AlIr,AlIr,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00110,AlNi2,AlNi2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00111,AlPd5I2,AlPd5I2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00112,AlSn,AlSn,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00113,AlV(TeO4)2,AlV(TeO4)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00114,AlVCo2,AlVCo2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00115,As2Ir,As2Ir,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00116,As2O3,As2O3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00117,As2Os,As2Os,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.9,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00118,As2Rh,As2Rh,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.15,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00119,As2Ru,As2Ru,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.8,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00120,As2S5,As2S5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.48,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00121,AsAu3,AsAu3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00122,AsBr3,AsBr3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00123,AsOsS,AsOsS,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00124,AsP,AsP,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.23,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00125,AsPPd,AsPPd,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.45,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00126,AsPPt,AsPPt,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.4,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00127,AsPRu,AsPRu,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.8,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00128,AsPd3Pb2,AsPd3Pb2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00129,AsRuS,AsRuS,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.2,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00130,AsS,AsS,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00131,AsS3,AsS3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.35,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00132,AsSI,AsSI,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.05,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00133,AsSeBr,AsSeBr,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00134,AsSeI,AsSeI,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.76,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00135,Au3S,Au3S,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00136,AuBrO2,AuBrO2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00137,B2Mo(PbO2)6,B2Mo(PbO2)6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00138,B2O3,B2O3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.89,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00139,B2Se2O7,B2Se2O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.64,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00140,B3H2Pb2O7.5,B3H2Pb2O7.5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.42,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00141,B3Pb10Br3O13,B3Pb10Br3O13,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.25,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00142,B3Pb3NO10,B3Pb3NO10,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.64,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00143,B4C,B4C,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.64,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00144,B4H2Pb6O13,B4H2Pb6O13,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.24,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00145,B4W,B4W,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00146,B5Mo2,B5Mo2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00147,B6As,B6As,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.51,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00148,B6P,B6P,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00149,BAs,BAs,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.45,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00150,BH(PbO2)2,BH(PbO2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.76,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00151,BMo,BMo,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00152,BP,BP,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.2,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00153,BPb2ClO3,BPb2ClO3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.99,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00154,BPb6BrO7,BPb6BrO7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.84,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00155,BPb7Br3O7,BPb7Br3O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.62,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00156,BRh2,BRh2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00157,BSb,BSb,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00158,BSbPbS4,BSbPbS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00159,BSe2Cl,BSe2Cl,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00160,BTe2As,BTe2As,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00161,Ba(AsPd)2,Ba(AsPd)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00162,Ba(AsRh)2,Ba(AsRh)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00163,Ba(BRh)2,Ba(BRh)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00164,Ba(FeS2)2,Ba(FeS2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00165,Ba(GaS2)2,Ba(GaS2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.13,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00166,Ba(GaSe2)2,Ba(GaSe2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.16,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00167,Ba(InS2)2,Ba(InS2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.06,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00168,Ba(InSe2)2,Ba(InSe2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.63,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00169,Ba(NiP2)2,Ba(NiP2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00170,Ba(PdO2)2,Ba(PdO2)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00171,Ba(SnO2)4,Ba(SnO2)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00172,Ba(ZnAs)2,Ba(ZnAs)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.23,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00173,Ba1.88Ta15O32,Ba1.88Ta15O32,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.13,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00174,Ba12In4S19,Ba12In4S19,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.56,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00175,Ba14Ir8(PdO11)3,Ba14Ir8(PdO11)3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00176,Ba14Na8CaN6,Ba14Na8CaN6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00177,Ba23Ga8(SbS19)2,Ba23Ga8(SbS19)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.84,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00178,Ba2B4H2O9,Ba2B4H2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,5.12,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00179,Ba2B6H4O13,Ba2B6H4O13,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,6.53,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00180,Ba2B6O11,Ba2B6O11,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,5.17,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00181,Ba2BiSbO6,Ba2BiSbO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00182,Ba2CaOsO6,Ba2CaOsO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00183,Ba2CaReO6,Ba2CaReO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00184,Ba2Cd(BO2)6,Ba2Cd(BO2)6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.59,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00185,Ba2Ce2O5,Ba2Ce2O5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00186,Ba2CeInTe5,Ba2CeInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.35,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00187,Ba2CoWO6,Ba2CoWO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00188,Ba2Cu5F14,Ba2Cu5F14,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00189,Ba2CuWO6,Ba2CuWO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00190,Ba2DyCu3O7,Ba2DyCu3O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00191,Ba2DyGaSe5,Ba2DyGaSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.35,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00192,Ba2DyGaTe5,Ba2DyGaTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.13,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00193,Ba2DyInSe5,Ba2DyInSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.27,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00194,Ba2DyInTe5,Ba2DyInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.35,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00195,Ba2ErGaSe5,Ba2ErGaSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.95,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00196,Ba2ErGaTe5,Ba2ErGaTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.15,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00197,Ba2ErInSe5,Ba2ErInSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.29,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00198,Ba2ErInTe5,Ba2ErInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.35,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00199,Ba2FeMoO6,Ba2FeMoO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00200,Ba2FeReO6,Ba2FeReO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00201,Ba2Ga8GeS16,Ba2Ga8GeS16,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00202,Ba2Ga8SiS16,Ba2Ga8SiS16,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.4,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
